inflected_form,base_form
লাফাচ্ছিলাম,লাফা
লাফাচ্ছিলামই,লাফা
লাফাচ্ছিলামও,লাফা
লাফাচ্ছিলি,লাফা
লাফাচ্ছিলিই,লাফা
লাফাচ্ছিলিও,লাফা
লাফাচ্ছিলে,লাফা
লাফাচ্ছিলেই,লাফা
লাফাচ্ছিলেও,লাফা
লাফাচ্ছিলেন,লাফা
লাফাচ্ছিলেনই,লাফা
লাফাচ্ছিলেনও,লাফা
লাফাচ্ছিস,লাফা
লাফাচ্ছিসই,লাফা
লাফাচ্ছিসও,লাফা
লাফাচ্ছে,লাফা
লাফাচ্ছেই,লাফা
লাফাচ্ছেও,লাফা
লাফাচ্ছেন,লাফা
লাফাচ্ছেনই,লাফা
লাফাচ্ছেনও,লাফা
লাফাত,লাফা
লাফাতই,লাফা
লাফাতও,লাফা
লাফাতাম,লাফা
লাফাতামই,লাফা
লাফাতামও,লাফা
লাফাতি,লাফা
লাফাতিই,লাফা
লাফাতিও,লাফা
লাফাতে,লাফা
লাফাতে থাকব,লাফা
লাফাতে থাকবই,লাফা
লাফাতে থাকবও,লাফা
লাফাতে থাকবি,লাফা
লাফাতে থাকবিই,লাফা
লাফাতে থাকবিও,লাফা
লাফাতে থাকবে,লাফা
লাফাতে থাকবেই,লাফা
লাফাতে থাকবেও,লাফা
লাফাতে থাকবেন,লাফা
লাফাতে থাকবেনই,লাফা
লাফাতে থাকবেনও,লাফা
লাফাতেই,লাফা
লাফাতেও,লাফা
লাফাতেন,লাফা
লাফাতেনই,লাফা
লাফাতেনও,লাফা
লাফান,লাফা
লাফানই,লাফা
লাফানও,লাফা
লাফানো,লাফা
লাফানোই,লাফা
লাফানোও,লাফা
লাফানোর,লাফা
লাফানোরই,লাফা
লাফানোরও,লাফা
লাফাব,লাফা
লাফাবই,লাফা
লাফাবও,লাফা
লাফাবি,লাফা
লাফাবিই,লাফা
লাফাবিও,লাফা
লাফাবে,লাফা
লাফাবেই,লাফা
লাফাবেও,লাফা
লাফাবেন,লাফা
লাফাবেনই,লাফা
লাফাবেনও,লাফা
লাফাল,লাফা
লাফালই,লাফা
লাফালও,লাফা
লাফালাম,লাফা
লাফালামই,লাফা
লাফালামও,লাফা
লাফালি,লাফা
লাফালিই,লাফা
লাফালিও,লাফা
লাফালে,লাফা
লাফালেই,লাফা
লাফালেও,লাফা
লাফালেন,লাফা
লাফালেনই,লাফা
লাফালেনও,লাফা
লাফাস,লাফা
লাফাসই,লাফা
লাফাসও,লাফা
লাফায়,লাফা
লাফায়ই,লাফা
লাফায়ও,লাফা
লিখ,লিখ
লিখই,লিখ
লিখও,লিখ
লিখছ,লিখ
লিখছই,লিখ
লিখছও,লিখ
লিখছি,লিখ
লিখছিই,লিখ
লিখছিও,লিখ
লিখছিল,লিখ
লিখছিলই,লিখ
লিখছিলও,লিখ
লিখছিলাম,লিখ
লিখছিলামই,লিখ
লিখছিলামও,লিখ
লিখছিলি,লিখ
লিখছিলিই,লিখ
লিখছিলিও,লিখ
লিখছিলে,লিখ
লিখছিলেই,লিখ
লিখছিলেও,লিখ
লিখছিলেন,লিখ
লিখছিলেনই,লিখ
লিখছিলেনও,লিখ
লিখছিস,লিখ
লিখছিসই,লিখ
লিখছিসও,লিখ
লিখছে,লিখ
লিখছেই,লিখ
লিখছেও,লিখ
লিখছেন,লিখ
লিখছেনই,লিখ
লিখছেনও,লিখ
লিখত,লিখ
লিখতই,লিখ
লিখতও,লিখ
লিখতাম,লিখ
লিখতামই,লিখ
লিখতামও,লিখ
লিখতি,লিখ
লিখতিই,লিখ
লিখতিও,লিখ
লিখতে,লিখ
লিখতে থাকব,লিখ
লিখতে থাকবই,লিখ
লিখতে থাকবও,লিখ
লিখতে থাকবি,লিখ
লিখতে থাকবিই,লিখ
লিখতে থাকবিও,লিখ
লিখতে থাকবে,লিখ
লিখতে থাকবেই,লিখ
লিখতে থাকবেও,লিখ
লিখতে থাকবেন,লিখ
লিখতে থাকবেনই,লিখ
লিখতে থাকবেনও,লিখ
লিখতেই,লিখ
লিখতেও,লিখ
লিখতেন,লিখ
লিখতেনই,লিখ
লিখতেনও,লিখ
লিখব,লিখ
লিখবই,লিখ
লিখবও,লিখ
লিখবি,লিখ
লিখবিই,লিখ
লিখবিও,লিখ
লিখবে,লিখ
লিখবেই,লিখ
লিখবেও,লিখ
লিখবেন,লিখ
লিখবেনই,লিখ
লিখবেনও,লিখ
লিখল,লিখ
লিখলই,লিখ
লিখলও,লিখ
লিখলাম,লিখ
লিখলামই,লিখ
লিখলামও,লিখ
লিখলি,লিখ
লিখলিই,লিখ
লিখলিও,লিখ
লিখলে,লিখ
লিখলেই,লিখ
লিখলেও,লিখ
লিখলেন,লিখ
লিখলেনই,লিখ
লিখলেনও,লিখ
লিখা,লিখ
লিখাই,লিখ
লিখাও,লিখ
লিখার,লিখ
লিখারই,লিখ
লিখারও,লিখ
লিখি,লিখ
লিখিই,লিখ
লিখিও,লিখ
লিখিস,লিখ
লিখিসই,লিখ
লিখিসও,লিখ
লিখুক,লিখ
লিখুকই,লিখ
লিখুকও,লিখ
লিখুন,লিখ
লিখুনই,লিখ
লিখুনও,লিখ
লিখে,লিখ
লিখেই,লিখ
লিখেও,লিখ
লিখেছ,লিখ
লিখেছই,লিখ
লিখেছও,লিখ
লিখেছি,লিখ
লিখেছিই,লিখ
লিখেছিও,লিখ
লিখেছিল,লিখ
লিখেছিলই,লিখ
লিখেছিলও,লিখ
লিখেছিলাম,লিখ
লিখেছিলামই,লিখ
লিখেছিলামও,লিখ
লিখেছিলি,লিখ
লিখেছিলিই,লিখ
লিখেছিলিও,লিখ
লিখেছিলে,লিখ
লিখেছিলেই,লিখ
লিখেছিলেও,লিখ
লিখেছিলেন,লিখ
লিখেছিলেনই,লিখ
লিখেছিলেনও,লিখ
লিখেছিস,লিখ
লিখেছিসই,লিখ
লিখেছিসও,লিখ
লিখেছে,লিখ
লিখেছেই,লিখ
লিখেছেও,লিখ
লিখেছেন,লিখ
লিখেছেনই,লিখ
লিখেছেনও,লিখ
লিখেন,লিখ
লিখেনই,লিখ
লিখেনও,লিখ
লিখো,লিখ
লিখোই,লিখ
লিখোও,লিখ
লেখ,লেখ
লেখই,লেখ
লেখও,লেখ
লেখা,লেখ
লেখাই,লেখ
লেখাও,লেখ
লেখার,লেখ
লেখারই,লেখ
লেখারও,লেখ
লেখে,লেখ
লেখেই,লেখ
লেখেও,লেখ
লেখেন,লেখ
লেখেনই,লেখ
লেখেনও,লেখ
লেখো,লেখ
লেখোই,লেখ
লেখোও,লেখ
শুন,শুন
শুনই,শুন
শুনও,শুন
শুনছ,শুন
শুনছই,শুন
শুনছও,শুন
শুনছি,শুন
শুনছিই,শুন
শুনছিও,শুন
শুনছিল,শুন
শুনছিলই,শুন
শুনছিলও,শুন
শুনছিলাম,শুন
শুনছিলামই,শুন
শুনছিলামও,শুন
শুনছিলি,শুন
শুনছিলিই,শুন
শুনছিলিও,শুন
শুনছিলে,শুন
শুনছিলেই,শুন
শুনছিলেও,শুন
শুনছিলেন,শুন
শুনছিলেনই,শুন
শুনছিলেনও,শুন
শুনছিস,শুন
শুনছিসই,শুন
শুনছিসও,শুন
শুনছে,শুন
শুনছেই,শুন
শুনছেও,শুন
শুনছেন,শুন
শুনছেনই,শুন
শুনছেনও,শুন
শুনত,শুন
শুনতই,শুন
শুনতও,শুন
শুনতাম,শুন
শুনতামই,শুন
শুনতামও,শুন
শুনতি,শুন
শুনতিই,শুন
শুনতিও,শুন
শুনতে,শুন
শুনতে থাকব,শুন
শুনতে থাকবই,শুন
শুনতে থাকবও,শুন
শুনতে থাকবি,শুন
শুনতে থাকবিই,শুন
শুনতে থাকবিও,শুন
শুনতে থাকবে,শুন
শুনতে থাকবেই,শুন
শুনতে থাকবেও,শুন
শুনতে থাকবেন,শুন
শুনতে থাকবেনই,শুন
শুনতে থাকবেনও,শুন
শুনতেই,শুন
শুনতেও,শুন
শুনতেন,শুন
শুনতেনই,শুন
শুনতেনও,শুন
শুনব,শুন
শুনবই,শুন
শুনবও,শুন
শুনবি,শুন
শুনবিই,শুন
শুনবিও,শুন
শুনবে,শুন
শুনবেই,শুন
শুনবেও,শুন
শুনবেন,শুন
শুনবেনই,শুন
শুনবেনও,শুন
শুনল,শুন
শুনলই,শুন
শুনলও,শুন
শুনলাম,শুন
শুনলামই,শুন
শুনলামও,শুন
শুনলি,শুন
শুনলিই,শুন
শুনলিও,শুন
শুনলে,শুন
শুনলেই,শুন
শুনলেও,শুন
শুনলেন,শুন
শুনলেনই,শুন
শুনলেনও,শুন
শুনা,শুন
শুনাই,শুন
শুনাও,শুন
শুনার,শুন
শুনারই,শুন
শুনারও,শুন
শেখ,শেখ
শেখই,শেখ
শেখও,শেখ
শেখা,শেখ
শেখাই,শেখ
শেখাও,শেখ
শেখার,শেখ
শেখারই,শেখ
শেখারও,শেখ
শেখে,শেখ
শেখেই,শেখ
শেখেও,শেখ
শেখেন,শেখ
শেখেনই,শেখ
শেখেনও,শেখ
শেখো,শেখ
শেখোই,শেখ
শেখোও,শেখ
শোনা,শোনা
শোনাই,শোনা
শোনাইই,শোনা
শোনাইও,শোনা
শোনাও,শোনা
শোনাওই,শোনা
শোনাওও,শোনা
শোনাক,শোনা
শোনাকই,শোনা
শোনাকও,শোনা
শোনাচ্ছ,শোনা
শোনাচ্ছই,শোনা
শোনাচ্ছও,শোনা
শোনাচ্ছি,শোনা
শোনাচ্ছিই,শোনা
শোনাচ্ছিও,শোনা
শোনাচ্ছিল,শোনা
শোনাচ্ছিলই,শোনা
শোনাচ্ছিলও,শোনা
শোনাচ্ছিলাম,শোনা
শোনাচ্ছিলামই,শোনা
শোনাচ্ছিলামও,শোনা
শোনাচ্ছিলি,শোনা
শোনাচ্ছিলিই,শোনা
শোনাচ্ছিলিও,শোনা
শোনাচ্ছিলে,শোনা
শোনাচ্ছিলেই,শোনা
শোনাচ্ছিলেও,শোনা
শোনাচ্ছিলেন,শোনা
শোনাচ্ছিলেনই,শোনা
শোনাচ্ছিলেনও,শোনা
শোনাচ্ছিস,শোনা
শোনাচ্ছিসই,শোনা
শোনাচ্ছিসও,শোনা
শোনাচ্ছে,শোনা
শোনাচ্ছেই,শোনা
শোনাচ্ছেও,শোনা
শোনাচ্ছেন,শোনা
শোনাচ্ছেনই,শোনা
শোনাচ্ছেনও,শোনা
শোনাত,শোনা
শোনাতই,শোনা
শোনাতও,শোনা
শোনাতাম,শোনা
শোনাতামই,শোনা
শোনাতামও,শোনা
শোনাতি,শোনা
শোনাতিই,শোনা
শোনাতিও,শোনা
শোনাতে,শোনা
শোনাতে থাকব,শোনা
শোনাতে থাকবই,শোনা
শোনাতে থাকবও,শোনা
শোনাতে থাকবি,শোনা
শোনাতে থাকবিই,শোনা
শোনাতে থাকবিও,শোনা
শোনাতে থাকবে,শোনা
শোনাতে থাকবেই,শোনা
শোনাতে থাকবেও,শোনা
শোনাতে থাকবেন,শোনা
শোনাতে থাকবেনই,শোনা
শোনাতে থাকবেনও,শোনা
শোনাতেই,শোনা
শোনাতেও,শোনা
শোনাতেন,শোনা
শোনাতেনই,শোনা
শোনাতেনও,শোনা
শোনান,শোনা
শোনানই,শোনা
শোনানও,শোনা
শোনানো,শোনা
শোনানোই,শোনা
শোনানোও,শোনা
শোনানোর,শোনা
শোনানোরই,শোনা
শোনানোরও,শোনা
শোনাব,শোনা
শোনাবই,শোনা
শোনাবও,শোনা
শোনাবি,শোনা
শোনাবিই,শোনা
শোনাবিও,শোনা
শোনাবে,শোনা
শোনাবেই,শোনা
শোনাবেও,শোনা
শোনাবেন,শোনা
শোনাবেনই,শোনা
শোনাবেনও,শোনা
শোনাল,শোনা
শোনালই,শোনা
শোনালও,শোনা
শোনালাম,শোনা
শোনালামই,শোনা
শোনালামও,শোনা
শোনালি,শোনা
শোনালিই,শোনা
শোনালিও,শোনা
শোনালে,শোনা
শোনালেই,শোনা
শোনালেও,শোনা
শোনালেন,শোনা
শোনালেনই,শোনা
শোনালেনও,শোনা
শোনাস,শোনা
শোনাসই,শোনা
শোনাসও,শোনা
শোনায়,শোনা
শোনায়ই,শোনা
শোনায়ও,শোনা
সরা,সরা
সরাই,সরা
সরাইই,সরা
সরাইও,সরা
সরাও,সরা
সরাওই,সরা
সরাওও,সরা
সরাক,সরা
সরাকই,সরা
সরাকও,সরা
সরাচ্ছ,সরা
সরাচ্ছই,সরা
সরাচ্ছও,সরা
সরাচ্ছি,সরা
সরাচ্ছিই,সরা
সরাচ্ছিও,সরা
সরাচ্ছিল,সরা
সরাচ্ছিলই,সরা
সরাচ্ছিলও,সরা
সরাচ্ছিলাম,সরা
সরাচ্ছিলামই,সরা
সরাচ্ছিলামও,সরা
সরাচ্ছিলি,সরা
সরাচ্ছিলিই,সরা
সরাচ্ছিলিও,সরা
সরাচ্ছিলে,সরা
সরাচ্ছিলেই,সরা
সরাচ্ছিলেও,সরা
সরাচ্ছিলেন,সরা
সরাচ্ছিলেনই,সরা
সরাচ্ছিলেনও,সরা
সরাচ্ছিস,সরা
সরাচ্ছিসই,সরা
সরাচ্ছিসও,সরা
সরাচ্ছে,সরা
সরাচ্ছেই,সরা
সরাচ্ছেও,সরা
সরাচ্ছেন,সরা
সরাচ্ছেনই,সরা
সরাচ্ছেনও,সরা
সরাত,সরা
সরাতই,সরা
সরাতও,সরা
সরাতাম,সরা
সরাতামই,সরা
সরাতামও,সরা
সরাতি,সরা
সরাতিই,সরা
সরাতিও,সরা
সরাতে,সরা
সরাতে থাকব,সরা
সরাতে থাকবই,সরা
সরাতে থাকবও,সরা
সরাতে থাকবি,সরা
সরাতে থাকবিই,সরা
সরাতে থাকবিও,সরা
সরাতে থাকবে,সরা
সরাতে থাকবেই,সরা
সরাতে থাকবেও,সরা
সরাতে থাকবেন,সরা
সরাতে থাকবেনই,সরা
সরাতে থাকবেনও,সরা
সরাতেই,সরা
সরাতেও,সরা
সরাতেন,সরা
সরাতেনই,সরা
সরাতেনও,সরা
সরান,সরা
সরানই,সরা
সরানও,সরা
সরানো,সরা
সরানোই,সরা
সরানোও,সরা
সরানোর,সরা
সরানোরই,সরা
সরানোরও,সরা
সরাব,সরা
সরাবই,সরা
সরাবও,সরা
সরাবি,সরা
সরাবিই,সরা
সরাবিও,সরা
সরাবে,সরা
সরাবেই,সরা
সরাবেও,সরা
সরাবেন,সরা
সরাবেনই,সরা
সরাবেনও,সরা
সরাল,সরা
সরালই,সরা
সরালও,সরা
সরালাম,সরা
সরালামই,সরা
সরালামও,সরা
সরালি,সরা
সরালিই,সরা
সরালিও,সরা
সরালে,সরা
সরালেই,সরা
সরালেও,সরা
সরালেন,সরা
সরালেনই,সরা
সরালেনও,সরা
সরাস,সরা
সরাসই,সরা
সরাসও,সরা
সরায়,সরা
সরায়ই,সরা
সরায়ও,সরা
সাঁট,সাঁট
সাঁটই,সাঁট
সাঁটও,সাঁট
সাঁটছ,সাঁট
সাঁটছই,সাঁট
সাঁটছও,সাঁট
সাঁটছি,সাঁট
সাঁটছিই,সাঁট
সাঁটছিও,সাঁট
সাঁটছিল,সাঁট
সাঁটছিলই,সাঁট
সাঁটছিলও,সাঁট
সাঁটছিলাম,সাঁট
সাঁটছিলামই,সাঁট
সাঁটছিলামও,সাঁট
সাঁটছিলি,সাঁট
সাঁটছিলিই,সাঁট
সাঁটছিলিও,সাঁট
সাঁটছিলে,সাঁট
সাঁটছিলেই,সাঁট
সাঁটছিলেও,সাঁট
সাঁটছিলেন,সাঁট
সাঁটছিলেনই,সাঁট
সাঁটছিলেনও,সাঁট
সাঁটছিস,সাঁট
সাঁটছিসই,সাঁট
সাঁটছিসও,সাঁট
সাঁটছে,সাঁট
সাঁটছেই,সাঁট
সাঁটছেও,সাঁট
সাঁটছেন,সাঁট
সাঁটছেনই,সাঁট
সাঁটছেনও,সাঁট
সাঁটত,সাঁট
সাঁটতই,সাঁট
সাঁটতও,সাঁট
সাঁটতাম,সাঁট
সাঁটতামই,সাঁট
সাঁটতামও,সাঁট
সাঁটতি,সাঁট
সাঁটতিই,সাঁট
সাঁটতিও,সাঁট
সাঁটতে,সাঁট
সাঁটতে থাকব,সাঁট
সাঁটতে থাকবই,সাঁট
সাঁটতে থাকবও,সাঁট
সাঁটতে থাকবি,সাঁট
সাঁটতে থাকবিই,সাঁট
সাঁটতে থাকবিও,সাঁট
সাঁটতে থাকবে,সাঁট
সাঁটতে থাকবেই,সাঁট
সাঁটতে থাকবেও,সাঁট
সাঁটতে থাকবেন,সাঁট
সাঁটতে থাকবেনই,সাঁট
সাঁটতে থাকবেনও,সাঁট
সাঁটতেই,সাঁট
সাঁটতেও,সাঁট
সাঁটতেন,সাঁট
সাঁটতেনই,সাঁট
সাঁটতেনও,সাঁট
সাঁটব,সাঁট
সাঁটবই,সাঁট
সাঁটবও,সাঁট
সাঁটবি,সাঁট
সাঁটবিই,সাঁট
সাঁটবিও,সাঁট
সাঁটবে,সাঁট
সাঁটবেই,সাঁট
সাঁটবেও,সাঁট
সাঁটবেন,সাঁট
সাঁটবেনই,সাঁট
সাঁটবেনও,সাঁট
সাঁটল,সাঁট
সাঁটলই,সাঁট
সাঁটলও,সাঁট
সাঁটলাম,সাঁট
সাঁটলামই,সাঁট
সাঁটলামও,সাঁট
সাঁটলি,সাঁট
সাঁটলিই,সাঁট
সাঁটলিও,সাঁট
সাঁটলে,সাঁট
সাঁটলেই,সাঁট
সাঁটলেও,সাঁট
সাঁটলেন,সাঁট
সাঁটলেনই,সাঁট
সাঁটলেনও,সাঁট
সাঁটা,সাঁট
সাঁটাই,সাঁট
সাঁটাও,সাঁট
সাঁটার,সাঁট
সাঁটারই,সাঁট
সাঁটারও,সাঁট
সাঁটি,সাঁট
সাঁটিই,সাঁট
সাঁটিও,সাঁট
সাঁটিস,সাঁট
সাঁটিসই,সাঁট
সাঁটিসও,সাঁট
সাঁটুক,সাঁট
সাঁটুকই,সাঁট
সাঁটুকও,সাঁট
সাঁটুন,সাঁট
সাঁটুনই,সাঁট
সাঁটুনও,সাঁট
সাঁটে,সাঁট
সাঁটেই,সাঁট
সাঁটেও,সাঁট
সাঁটেন,সাঁট
সাঁটেনই,সাঁট
সাঁটেনও,সাঁট
সাজা,সাজা
সাজাই,সাজা
সাজাইই,সাজা
সাজাইও,সাজা
সাজাও,সাজা
সাজাওই,সাজা
সাজাওও,সাজা
সাজাক,সাজা
সাজাকই,সাজা
সাজাকও,সাজা
সাজাচ্ছ,সাজা
সাজাচ্ছই,সাজা
সাজাচ্ছও,সাজা
সাজাচ্ছি,সাজা
সাজাচ্ছিই,সাজা
সাজাচ্ছিও,সাজা
সাজাচ্ছিল,সাজা
সাজাচ্ছিলই,সাজা
সাজাচ্ছিলও,সাজা
সাজাচ্ছিলাম,সাজা
সাজাচ্ছিলামই,সাজা
সাজাচ্ছিলামও,সাজা
সাজাচ্ছিলি,সাজা
সাজাচ্ছিলিই,সাজা
সাজাচ্ছিলিও,সাজা
সাজাচ্ছিলে,সাজা
সাজাচ্ছিলেই,সাজা
সাজাচ্ছিলেও,সাজা
সাজাচ্ছিলেন,সাজা
সাজাচ্ছিলেনই,সাজা
সাজাচ্ছিলেনও,সাজা
সাজাচ্ছিস,সাজা
সাজাচ্ছিসই,সাজা
সাজাচ্ছিসও,সাজা
সাজাচ্ছে,সাজা
সাজাচ্ছেই,সাজা
সাজাচ্ছেও,সাজা
সাজাচ্ছেন,সাজা
সাজাচ্ছেনই,সাজা
সাজাচ্ছেনও,সাজা
সাজাত,সাজা
সাজাতই,সাজা
সাজাতও,সাজা
সাজাতাম,সাজা
সাজাতামই,সাজা
সাজাতামও,সাজা
সাজাতি,সাজা
সাজাতিই,সাজা
সাজাতিও,সাজা
সাজাতে,সাজা
সাজাতে থাকব,সাজা
সাজাতে থাকবই,সাজা
সাজাতে থাকবও,সাজা
সাজাতে থাকবি,সাজা
সাজাতে থাকবিই,সাজা
সাজাতে থাকবিও,সাজা
সাজাতে থাকবে,সাজা
সাজাতে থাকবেই,সাজা
সাজাতে থাকবেও,সাজা
সাজাতে থাকবেন,সাজা
সাজাতে থাকবেনই,সাজা
সাজাতে থাকবেনও,সাজা
সাজাতেই,সাজা
সাজাতেও,সাজা
সাজাতেন,সাজা
সাজাতেনই,সাজা
সাজাতেনও,সাজা
সাজান,সাজা
সাজানই,সাজা
সাজানও,সাজা
সাজানো,সাজা
সাজানোই,সাজা
সাজানোও,সাজা
সাজানোর,সাজা
সাজানোরই,সাজা
সাজানোরও,সাজা
সাজাব,সাজা
সাজাবই,সাজা
সাজাবও,সাজা
সাজাবি,সাজা
সাজাবিই,সাজা
সাজাবিও,সাজা
সাজাবে,সাজা
সাজাবেই,সাজা
সাজাবেও,সাজা
সাজাবেন,সাজা
সাজাবেনই,সাজা
সাজাবেনও,সাজা
সাজাল,সাজা
সাজালই,সাজা
সাজালও,সাজা
সাজালাম,সাজা
সাজালামই,সাজা
সাজালামও,সাজা
সাজালি,সাজা
সাজালিই,সাজা
সাজালিও,সাজা
সাজালে,সাজা
সাজালেই,সাজা
সাজালেও,সাজা
সাজালেন,সাজা
সাজালেনই,সাজা
সাজালেনও,সাজা
সাজাস,সাজা
সাজাসই,সাজা
সাজাসও,সাজা
সাজায়,সাজা
সাজায়ই,সাজা
সাজায়ও,সাজা
হ,হ
হই,হ
হইই,হ
হইও,হ
হও,হ
হওই,হ
হওও,হ
হওয়া,হ
হওয়াই,হ
হওয়াও,হ
হওয়ার,হ
হওয়ারই,হ
হওয়ারও,হ
হক,হ
হকই,হ
হকও,হ
হচ্ছ,হ
হচ্ছই,হ
হচ্ছও,হ
হচ্ছি,হ
হচ্ছিই,হ
হচ্ছিও,হ
হচ্ছিল,হ
হচ্ছিলই,হ
হচ্ছিলও,হ
হচ্ছিলাম,হ
হচ্ছিলামই,হ
হচ্ছিলামও,হ
হচ্ছিলি,হ
হচ্ছিলিই,হ
হচ্ছিলিও,হ
হচ্ছিলে,হ
হচ্ছিলেই,হ
হচ্ছিলেও,হ
হচ্ছিলেন,হ
হচ্ছিলেনই,হ
হচ্ছিলেনও,হ
হচ্ছিস,হ
হচ্ছিসই,হ
হচ্ছিসও,হ
হচ্ছে,হ
হচ্ছেই,হ
হচ্ছেও,হ
হচ্ছেন,হ
হচ্ছেনই,হ
হচ্ছেনও,হ
হত,হ
হতই,হ
হতও,হ
হতাম,হ
হতামই,হ
হতামও,হ
হতি,হ
হতিই,হ
হতিও,হ
হতে,হ
হতে থাকব,হ
হতে থাকবই,হ
হতে থাকবও,হ
হতে থাকবি,হ
হতে থাকবিই,হ
হতে থাকবিও,হ
হতে থাকবে,হ
হতে থাকবেই,হ
হতে থাকবেও,হ
হতে থাকবেন,হ
হতে থাকবেনই,হ
হতে থাকবেনও,হ
হতেই,হ
হতেও,হ
হতেন,হ
হতেনই,হ
হতেনও,হ
হন,হ
হনই,হ
হনও,হ
হব,হ
হবই,হ
হবও,হ
হবি,হ
হবিই,হ
হবিও,হ
হবে,হ
হবেই,হ
হবেও,হ
হবেন,হ
হবেনই,হ
হবেনও,হ
হল,হ
হলই,হ
হলও,হ
হলাম,হ
হলামই,হ
হলামও,হ
হলি,হ
হলিই,হ
হলিও,হ
হলে,হ
হলেই,হ
হলেও,হ
হলেন,হ
হলেনই,হ
হলেনও,হ
হস,হ
হসই,হ
হসও,হ
হাঁট,হাঁট
হাঁটই,হাঁট
হাঁটও,হাঁট
হাঁটছ,হাঁট
হাঁটছই,হাঁট
হাঁটছও,হাঁট
হাঁটছি,হাঁট
হাঁটছিই,হাঁট
হাঁটছিও,হাঁট
হাঁটছিল,হাঁট
হাঁটছিলই,হাঁট
হাঁটছিলও,হাঁট
হাঁটছিলাম,হাঁট
হাঁটছিলামই,হাঁট
হাঁটছিলামও,হাঁট
হাঁটছিলি,হাঁট
হাঁটছিলিই,হাঁট
হাঁটছিলিও,হাঁট
হাঁটছিলে,হাঁট
হাঁটছিলেই,হাঁট
হাঁটছিলেও,হাঁট
হাঁটছিলেন,হাঁট
হাঁটছিলেনই,হাঁট
হাঁটছিলেনও,হাঁট
হাঁটছিস,হাঁট
হাঁটছিসই,হাঁট
হাঁটছিসও,হাঁট
হাঁটছে,হাঁট
হাঁটছেই,হাঁট
হাঁটছেও,হাঁট
হাঁটছেন,হাঁট
হাঁটছেনই,হাঁট
হাঁটছেনও,হাঁট
হাঁটত,হাঁট
হাঁটতই,হাঁট
হাঁটতও,হাঁট
হাঁটতাম,হাঁট
হাঁটতামই,হাঁট
হাঁটতামও,হাঁট
হাঁটতি,হাঁট
হাঁটতিই,হাঁট
হাঁটতিও,হাঁট
হাঁটতে,হাঁট
হাঁটতে থাকব,হাঁট
হাঁটতে থাকবই,হাঁট
হাঁটতে থাকবও,হাঁট
হাঁটতে থাকবি,হাঁট
হাঁটতে থাকবিই,হাঁট
হাঁটতে থাকবিও,হাঁট
হাঁটতে থাকবে,হাঁট
হাঁটতে থাকবেই,হাঁট
হাঁটতে থাকবেও,হাঁট
হাঁটতে থাকবেন,হাঁট
হাঁটতে থাকবেনই,হাঁট
হাঁটতে থাকবেনও,হাঁট
হাঁটতেই,হাঁট
হাঁটতেও,হাঁট
হাঁটতেন,হাঁট
হাঁটতেনই,হাঁট
হাঁটতেনও,হাঁট
হাঁটব,হাঁট
হাঁটবই,হাঁট
হাঁটবও,হাঁট
হাঁটবি,হাঁট
হাঁটবিই,হাঁট
হাঁটবিও,হাঁট
হাঁটবে,হাঁট
হাঁটবেই,হাঁট
হাঁটবেও,হাঁট
হাঁটবেন,হাঁট
হাঁটবেনই,হাঁট
হাঁটবেনও,হাঁট
হাঁটল,হাঁট
হাঁটলই,হাঁট
হাঁটলও,হাঁট
হাঁটলাম,হাঁট
হাঁটলামই,হাঁট
হাঁটলামও,হাঁট
হাঁটলি,হাঁট
হাঁটলিই,হাঁট
হাঁটলিও,হাঁট
হাঁটলে,হাঁট
হাঁটলেই,হাঁট
হাঁটলেও,হাঁট
হাঁটলেন,হাঁট
হাঁটলেনই,হাঁট
হাঁটলেনও,হাঁট
হাঁটা,হাঁট
হাঁটাই,হাঁট
হাঁটাও,হাঁট
হাঁটার,হাঁট
হাঁটারই,হাঁট
হাঁটারও,হাঁট
হাঁটি,হাঁট
হাঁটিই,হাঁট
হাঁটিও,হাঁট
হাঁটিস,হাঁট
হাঁটিসই,হাঁট
হাঁটিসও,হাঁট
হাঁটুক,হাঁট
হাঁটুকই,হাঁট
হাঁটুকও,হাঁট
হাঁটুন,হাঁট
হাঁটুনই,হাঁট
হাঁটুনও,হাঁট
হাঁটে,হাঁট
হাঁটেই,হাঁট
হাঁটেও,হাঁট
হাঁটেন,হাঁট
হাঁটেনই,হাঁট
হাঁটেনও,হাঁট
হাট,হাট
হাটই,হাট
হাটও,হাট
হাটছ,হাট
হাটছই,হাট
হাটছও,হাট
হাটছি,হাট
হাটছিই,হাট
হাটছিও,হাট
হাটছিল,হাট
হাটছিলই,হাট
হাটছিলও,হাট
হাটছিলাম,হাট
হাটছিলামই,হাট
হাটছিলামও,হাট
হাটছিলি,হাট
হাটছিলিই,হাট
হাটছিলিও,হাট
হাটছিলে,হাট
হাটছিলেই,হাট
হাটছিলেও,হাট
হাটছিলেন,হাট
হাটছিলেনই,হাট
হাটছিলেনও,হাট
হাটছিস,হাট
হাটছিসই,হাট
হাটছিসও,হাট
হাটছে,হাট
হাটছেই,হাট
হাটছেও,হাট
হাটছেন,হাট
হাটছেনই,হাট
হাটছেনও,হাট
হাটত,হাট
হাটতই,হাট
হাটতও,হাট
হাটতাম,হাট
হাটতামই,হাট
হাটতামও,হাট
হাটতি,হাট
হাটতিই,হাট
হাটতিও,হাট
হাটতে,হাট
হাটতে থাকব,হাট
